"Story","Title","Result","Date","Stability","Duration (s)"
"Mentee Task Page Task Bar","Verify Task file visibility","ERROR","2022-11-14T00:37:57.125+07:00[Asia/Bangkok]","0.0","21.49"
"Mentee Task Page Task Bar","Verify Task file redirect functionality","ERROR","2022-11-14T00:38:19.697+07:00[Asia/Bangkok]","0.0","30.26"
"Mentee Task Page Task Bar","Verify Submit your task visibility","ERROR","2022-11-14T00:39:03.39+07:00[Asia/Bangkok]","0.0","20.44"
"Mentee Task Page Task Bar","Verify Submit your task functionality","ERROR","2022-11-14T00:39:24.684+07:00[Asia/Bangkok]","0.0","20.52"
