"Story","Title","Result","Date","Stability","Duration (s)"
"User Login Functionality","Verify user login when other login session is active","PENDING","2022-11-11T02:24:56.873+07:00[Asia/Bangkok]","0.0","11.95"
"User Login Functionality","Verify accessing webapp after close and logout","PENDING","2022-11-11T02:26:35.244+07:00[Asia/Bangkok]","0.0","6.56"
"User Login Functionality","Verify eye icon functionality","PENDING","2022-11-11T02:26:42.517+07:00[Asia/Bangkok]","0.0","10.11"
"User Login Functionality","Verify critical element visibility when windows resized","PENDING","2022-11-11T02:27:42.531+07:00[Asia/Bangkok]","0.0","6.41"
