"Story","Title","Result","Date","Stability","Duration (s)"
"Add Class by Admin","Input Special Character on Add Class Field","ERROR","2022-11-10T21:24:18.577+07:00[Asia/Bangkok]","0.0","162.22"
"Add Class by Admin","Input valid data with maximum character allowed on Add Class Field","ERROR","2022-11-10T21:28:19.464+07:00[Asia/Bangkok]","0.0","34.39"
