"Story","Title","Result","Date","Stability","Duration (s)"
"Submit Button Functionality","Input ""<valid data>"" with minimum character allowed on edit class field and choose inactive class","ERROR","2022-11-13T21:41:31.824+07:00[Asia/Bangkok]","0.0","64.82"
"Submit Button Functionality","Input ""<valid data>"" with maximum character allowed on edit class field and choose inactive class","ERROR","2022-11-13T21:42:59.294+07:00[Asia/Bangkok]","0.0","38.69"
